##FastQC	0.11.7
>>Basic Statistics	pass
#Measure	Value
Filename	218_L8_1.fq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	2000000
Sequences flagged as poor quality	0
Sequence length	100
%GC	49
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	31.2106525	32.0	32.0	32.0	32.0	32.0
2	31.647699	32.0	32.0	32.0	32.0	32.0
3	35.667796	37.0	37.0	37.0	32.0	37.0
4	36.1113965	37.0	37.0	37.0	32.0	37.0
5	36.384337	37.0	37.0	37.0	37.0	37.0
6	40.4076925	42.0	42.0	42.0	37.0	42.0
7	40.518945	42.0	42.0	42.0	37.0	42.0
8	40.7703905	42.0	42.0	42.0	37.0	42.0
9	40.844144	42.0	42.0	42.0	37.0	42.0
10-11	40.863181749999995	42.0	42.0	42.0	37.0	42.0
12-13	40.87555025	42.0	42.0	42.0	37.0	42.0
14-15	40.8669895	42.0	42.0	42.0	37.0	42.0
16-17	40.82116675	42.0	42.0	42.0	37.0	42.0
18-19	40.799220250000005	42.0	42.0	42.0	37.0	42.0
20-21	40.7781195	42.0	42.0	42.0	37.0	42.0
22-23	40.77512325	42.0	42.0	42.0	37.0	42.0
24-25	40.730515749999995	42.0	42.0	42.0	37.0	42.0
26-27	40.654948250000004	42.0	42.0	42.0	37.0	42.0
28-29	40.62161125	42.0	42.0	42.0	37.0	42.0
30-31	40.591194	42.0	42.0	42.0	37.0	42.0
32-33	40.57954025	42.0	42.0	42.0	37.0	42.0
34-35	40.5471765	42.0	42.0	42.0	37.0	42.0
36-37	40.526063750000006	42.0	42.0	42.0	37.0	42.0
38-39	40.4867175	42.0	42.0	42.0	37.0	42.0
40-41	40.45624175	42.0	42.0	42.0	37.0	42.0
42-43	40.44724075	42.0	42.0	42.0	37.0	42.0
44-45	40.43640775	42.0	42.0	42.0	37.0	42.0
46-47	40.3805235	42.0	42.0	42.0	37.0	42.0
48-49	40.346042499999996	42.0	42.0	42.0	37.0	42.0
50-51	40.33055925	42.0	42.0	42.0	37.0	42.0
52-53	40.28004	42.0	42.0	42.0	37.0	42.0
54-55	40.2766825	42.0	42.0	42.0	37.0	42.0
56-57	40.241766999999996	42.0	42.0	42.0	37.0	42.0
58-59	40.1887	42.0	42.0	42.0	37.0	42.0
60-61	40.122279500000005	42.0	42.0	42.0	37.0	42.0
62-63	40.123998	42.0	42.0	42.0	37.0	42.0
64-65	40.094601749999995	42.0	42.0	42.0	37.0	42.0
66-67	40.01020525	42.0	42.0	42.0	37.0	42.0
68-69	39.91241025	42.0	42.0	42.0	37.0	42.0
70-71	39.90193	42.0	42.0	42.0	37.0	42.0
72-73	39.82853325	42.0	42.0	42.0	37.0	42.0
74-75	39.7862675	42.0	42.0	42.0	37.0	42.0
76-77	39.14515825	42.0	39.5	42.0	32.0	42.0
78-79	39.38872725	42.0	39.5	42.0	32.0	42.0
80-81	39.74811875	42.0	42.0	42.0	34.5	42.0
82-83	39.641129	42.0	42.0	42.0	32.0	42.0
84-85	39.767419000000004	42.0	42.0	42.0	37.0	42.0
86-87	39.753365	42.0	42.0	42.0	37.0	42.0
88-89	39.7229085	42.0	42.0	42.0	34.5	42.0
90-91	39.67295275	42.0	42.0	42.0	32.0	42.0
92-93	39.57287375	42.0	42.0	42.0	32.0	42.0
94-95	39.644825499999996	42.0	42.0	42.0	32.0	42.0
96-97	39.57541	42.0	42.0	42.0	32.0	42.0
98-99	39.518542749999995	42.0	42.0	42.0	32.0	42.0
100	39.491039	42.0	42.0	42.0	32.0	42.0
>>END_MODULE
>>Per tile sequence quality	pass
#Tile	Base	Mean
1101	1	8.466336471570912E-4
1101	2	0.026814069488292347
1101	3	-0.015418326442173225
1101	4	-0.013764225995899437
1101	5	-0.01135794324035544
1101	6	-0.02678638513284426
1101	7	-0.02601002508389172
1101	8	-0.01499960161478242
1101	9	-0.04633995360612886
1101	10-11	-0.09446051517115706
1101	12-13	-0.04555393943815744
1101	14-15	-0.06130166530397929
1101	16-17	-0.15640603572585832
1101	18-19	-0.20660550678516643
1101	20-21	-0.21092482701575221
1101	22-23	-0.1639812999202377
1101	24-25	-0.13320494413585493
1101	26-27	-0.15137393852915437
1101	28-29	-0.13820094340598388
1101	30-31	-0.1987766511651472
1101	32-33	-0.17371698493143128
1101	34-35	-0.11614988573243323
1101	36-37	-0.151101347032494
1101	38-39	-0.15175516177408355
1101	40-41	-0.3129704724494502
1101	42-43	-0.26231119781934353
1101	44-45	-0.20079830547724953
1101	46-47	-0.17916256777124318
1101	48-49	-0.12596831879880455
1101	50-51	-0.12382057782292577
1101	52-53	-0.22671051965706823
1101	54-55	-0.21820931475102157
1101	56-57	-0.3114512811491821
1101	58-59	-0.37911739355430996
1101	60-61	-0.22991566504055072
1101	62-63	-0.27529132550417046
1101	64-65	-0.4066194277567021
1101	66-67	-0.5096363056448965
1101	68-69	-0.8048115099743711
1101	70-71	-0.8838134436054546
1101	72-73	-0.8486099008788486
1101	74-75	-0.8079103734865356
1101	76-77	-1.1586466152107135
1101	78-79	-1.2218080244269132
1101	80-81	-1.0068583724700702
1101	82-83	-1.001524315497491
1101	84-85	-0.616454110547437
1101	86-87	-1.004939255385949
1101	88-89	-0.7872265984885303
1101	90-91	-1.1043348356766884
1101	92-93	-1.1434410128022776
1101	94-95	-0.810831782798715
1101	96-97	-0.6272163961809838
1101	98-99	-1.0740728919104612
1101	100	-0.8163380196963317
1102	1	-0.03521629185220121
1102	2	-0.07650331874719285
1102	3	-0.04522377878068795
1102	4	0.00205008852640276
1102	5	0.04733925704604047
1102	6	0.01759060298722659
1102	7	0.05270794769172937
1102	8	-0.1108474991628583
1102	9	-0.05566873813294393
1102	10-11	-0.022124903517166672
1102	12-13	-0.04843001984552586
1102	14-15	-0.03027385928560733
1102	16-17	-0.05642529198905066
1102	18-19	-0.0019928081321012314
1102	20-21	-0.046529770053879815
1102	22-23	-0.07409603025838152
1102	24-25	-0.11813720235511482
1102	26-27	-0.1482930809116354
1102	28-29	-0.06987945506669746
1102	30-31	-0.10278498507805978
1102	32-33	-0.15061344107900254
1102	34-35	-0.04388281571495867
1102	36-37	0.013863739631609917
1102	38-39	-0.0890604999621658
1102	40-41	-0.0049693329359143945
1102	42-43	0.012463309315684512
1102	44-45	-0.06535085471814739
1102	46-47	-0.045003475652194425
1102	48-49	-0.1292028315710425
1102	50-51	-0.06561154002407932
1102	52-53	-0.06739006441934947
1102	54-55	-0.18113636501324493
1102	56-57	-0.07674140916913785
1102	58-59	-0.19036680490090419
1102	60-61	-0.2040338216256643
1102	62-63	-0.04830701044820529
1102	64-65	-0.024666023867808917
1102	66-67	-0.14782411499498238
1102	68-69	-0.20127400566443043
1102	70-71	-0.12190905922052053
1102	72-73	-0.1517393438754624
1102	74-75	-0.21268465199959508
1102	76-77	-0.3330353452522843
1102	78-79	-0.2774958949462203
1102	80-81	-0.4286643228962177
1102	82-83	-0.33570236204736403
1102	84-85	-0.38409804300710704
1102	86-87	-0.3434938777657095
1102	88-89	-0.4285035690573622
1102	90-91	-0.2736379117916883
1102	92-93	-0.289995342597301
1102	94-95	-0.358711831017402
1102	96-97	-0.3107605465828982
1102	98-99	-0.377427341308163
1102	100	-0.524727919306244
1103	1	-0.048138433516722756
1103	2	-0.024674901750167066
